Date;Platform;Users;Profiled Mentors;Profiled Mentees;Total Profiled;Total Non-Profiled;Mentees Who Initiated Relationship;Mentors Currently in Relationship;Mentors Completed Relationship;Mentors Ever in Relationship;Mentees Currently in Relationship;Mentees Completed Relationship;Mentees Ever in Relationship;No: of Active Relationships;No: of Completed Relationships;Total no. of Request Initiated;Current no. of Requests Pending;Current no. of Requests Accepted;Current no. of Requests Completed;Current no. of Requests Expired;Current no. of Requests Declined;Current no. of Requests Removed;No: of Roundtable;No: of Roundtable Users;No: of Roundtable Posts;No: of Insights;Insight Comments;Connections (Followers and Being Followed);Total Messages;Message Posts;Meetings (Upcoming);Meetings (Completed);Meetings (Deleted);Meetings (Total);Profiled;Mentees who initiated a Request;Mentors in an Active Relationship;Mentees in an Active Relationship;Mentors Completed Relationship;Mentees Completed Relationship;Mentors in either Active or Completed Relationship;Mentees in either Active or Completed Relationship;Number of Active Relationships;Number of Completed Relationships;;;;;;;
6/01/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;;14;2;83;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;1;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_22;227;131;117;143;84;29;4;31;34;5;30;30;5;75;;;;;;;;37;38;;150;53;211;0;0;0;0;0;0;63.00%;24.79%;3.05%;4.27%;23.66%;25.64%;25.95%;25.64%;5;75;;;;;;;
6/01/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;9;0;0.00%;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_26;2858;1438;1734;2212;646;415;63;236;281;63;290;343;76;417;;;;;;;;19;316;;163;70;169100.00%;0;0;0;0;0;0;77.40%;23.93%;4.38%;3.63%;16.41%;16.72%;19.54%;19.78%;76;417;;;;;;;
6/01/20;Company_27;391;61;323;380;11;97;2;39;40;2;80;82;2;91;;;;;;;;1;4;;6;1;13200.00%;0;0;0;0;0;0;97.19%;30.03%;3.28%;0.62%;63.93%;24.77%;65.57%;25.39%;2;91;;;;;;;
6/01/20;Company_28;472;263;217;284;188;17;2;8;10;2;8;10;2;8;;;;;;;;2;13;;43;7;151;0;0;0;0;0;0;60.17%;7.83%;0.76%;0.92%;3.04%;3.69%;3.80%;4.61%;2;8;;;;;;;
6/01/20;Company_30;5;3;3;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;;27;6;1;0;0;0;0;0;0;60.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_36;1978;533;793;1878;100;460;52;328;350;58;273;319;63;673;;;;;;;;18;438;;301;143;208500.00%;0;0;0;0;0;0;94.94%;58.01%;9.76%;7.31%;61.54%;34.43%;65.67%;40.23%;63;673;;;;;;;
6/01/20;Company_42;45;26;20;35;10;4;2;3;5;2;2;3;2;3;;;;;;;;7;4;;17;0;7;0;0;0;0;0;0;77.78%;20.00%;7.69%;10.00%;11.54%;10.00%;19.23%;15.00%;2;3;;;;;;;
6/01/20;Company_43;4;2;3;3;1;0;0;1;1;0;1;1;0;1;;;;;;;;1;2;;9;1;1;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;50.00%;33.33%;50.00%;33.33%;0;1;;;;;;;
6/01/20;Company_45;157;108;95;137;20;21;26;13;32;24;13;31;31;19;;;;;;;;27;18;;26;2;9500.00%;0;0;0;0;0;0;87.26%;22.11%;24.07%;25.26%;12.04%;13.68%;29.63%;32.63%;31;19;;;;;;;
6/01/20;Company_56;507;260;199;420;87;28;72;45;104;71;61;123;72;77;;;;;;;;9;49;;68;23;151;;;;;;;82.84%;14.07%;27.69%;35.68%;17.31%;30.65%;40.00%;61.81%;72;77;;;;;;;
6/01/20;Company_60;7;4;3;5;2;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0;;;;;;;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/01/20;Company_61;163;73;73;146;17;0;57;0;57;57;0;57;57;0;;;;;;;;0;0;;15;15;63;;;;;;;89.57%;0.00%;78.08%;78.08%;0.00%;0.00%;78.08%;78.08%;57;0;;;;;;;
6/01/20;Company_62;171;78;99;136;35;13;1;14;14;1;11;12;1;15;;;;;;;;0;0;;22;5;6400.00%;;;;;;;79.53%;13.13%;1.28%;1.01%;17.95%;11.11%;17.95%;12.12%;1;15;;;;;;;
6/01/20;Company_72;3578;1829;2201;3136;442;57;2;25;26;3;24;27;3;30;;;;;;;;2;23;;25;4;13900.00%;;;;;;;87.65%;2.59%;0.11%;0.14%;1.37%;1.09%;1.42%;1.23%;3;30;;;;;;;
6/01/20;Company_75;34182;2384;2684;3301;30881;283;27;211;234;26;211;230;28;283;;;;;;;;34;296;;212;130;898;;;;;;;9.66%;10.54%;1.13%;0.97%;8.85%;7.86%;9.82%;8.57%;28;283;;;;;;;
6/01/20;Company_76;71;33;22;66;5;7;6;1;7;5;1;6;7;1;;;;;;;;4;9;;2;1;41;;;;;;;92.96%;31.82%;18.18%;22.73%;3.03%;4.55%;21.21%;27.27%;7;1;;;;;;;
6/08/20;Company_01;7;5;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_02;4;3;4;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;10;0;0;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_08;60;22;32;50;10;9;0;11;11;0;16;16;0;17;;;;;;;;1;3;;0;0;500.00%;0;0;0;0;0;0;83.33%;28.12%;0.00%;0.00%;50.00%;50.00%;50.00%;50.00%;0;17;;;;;;;
6/08/20;Company_09;3;1;1;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;2;0;1;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;1;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_12;18;11;7;13;5;2;0;2;2;0;1;1;0;2;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;72.22%;28.57%;0.00%;0.00%;18.18%;14.29%;18.18%;14.29%;0;2;;;;;;;
6/08/20;Company_14;2394;75;76;126;2268;20;22;14;33;21;14;33;24;17;;;;;;;;18;40;;32;2;5200.00%;0;0;0;0;0;0;5.26%;26.32%;29.33%;27.63%;18.67%;18.42%;44.00%;43.42%;24;17;;;;;;;
6/08/20;Company_15;802;433;585;731;71;96;71;64;132;70;60;126;76;66;;;;;;;;3;5;;44;9;29200.00%;0;0;0;0;0;0;91.15%;16.41%;16.40%;11.97%;14.78%;10.26%;30.48%;21.54%;76;66;;;;;;;
6/08/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;;14;2;83;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;100.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_22;228;132;119;144;84;30;5;31;35;5;31;31;6;75;;;;;;;;37;38;;150;53;21100.00%;0;0;0;0;0;0;63.16%;25.21%;3.79%;4.20%;23.48%;26.05%;26.52%;26.05%;6;75;;;;;;;
6/08/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;9;0;0;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_26;2866;1440;1740;2218;648;421;66;240;289;66;295;350;78;426;;;;;;;;20;320;;163;70;1702;0;0;0;0;0;0;77.39%;24.20%;4.58%;3.79%;16.67%;16.95%;20.07%;20.11%;78;426;;;;;;;
6/08/20;Company_27;391;61;323;380;11;97;2;39;40;2;80;82;2;91;;;;;;;;1;4;;6;1;132;0;0;0;0;0;0;97.19%;30.03%;3.28%;0.62%;63.93%;24.77%;65.57%;25.39%;2;91;;;;;;;
6/08/20;Company_28;472;263;217;284;188;17;2;8;10;2;8;10;2;8;;;;;;;;2;13;;44;7;152;0;0;0;0;0;0;60.17%;7.83%;0.76%;0.92%;3.04%;3.69%;3.80%;4.61%;2;8;;;;;;;
6/08/20;Company_30;5;3;3;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;;27;6;100.00%;0;0;0;0;0;0;60.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_36;1979;533;793;1879;100;461;43;333;350;48;282;319;51;685;;;;;;;;18;438;;301;143;208700.00%;0;0;0;0;0;0;94.95%;58.13%;8.07%;6.05%;62.48%;35.56%;65.67%;40.23%;51;685;;;;;;;
6/08/20;Company_42;45;27;21;36;9;4;2;3;5;2;2;3;2;3;;;;;;;;8;4;;17;0;700.00%;0;0;0;0;0;0;80.00%;19.05%;7.41%;9.52%;11.11%;9.52%;18.52%;14.29%;2;3;;;;;;;
6/08/20;Company_43;5;3;3;4;1;0;1;1;1;1;1;1;1;1;;;;;;;;1;2;;9;1;100.00%;0;0;0;0;0;0;80.00%;0.00%;33.33%;33.33%;33.33%;33.33%;33.33%;33.33%;1;1;;;;;;;
6/08/20;Company_45;185;126;105;158;27;25;28;16;35;27;15;36;35;22;;;;;;;;27;19;;26;2;96;0;0;0;0;0;0;85.41%;23.81%;22.22%;25.71%;12.70%;14.29%;27.78%;34.29%;35;22;;;;;;;
6/08/20;Company_56;507;260;199;420;87;28;71;46;104;70;61;123;71;78;;;;;;;;9;49;;69;23;15100.00%;;;;;;;82.84%;14.07%;27.31%;35.18%;17.69%;30.65%;40.00%;61.81%;71;78;;;;;;;
6/08/20;Company_57;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0;;;;;;;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_59;2;1;2;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;;;;;;;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_60;7;4;3;5;2;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;;;;;;;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_61;163;73;73;146;17;0;57;0;57;57;0;57;57;0;;;;;;;;0;0;;15;15;63;;;;;;;89.57%;0.00%;78.08%;78.08%;0.00%;0.00%;78.08%;78.08%;57;0;;;;;;;
6/08/20;Company_62;171;78;99;136;35;13;1;14;14;1;11;12;1;15;;;;;;;;0;0;;22;5;6400.00%;;;;;;;79.53%;13.13%;1.28%;1.01%;17.95%;11.11%;17.95%;12.12%;1;15;;;;;;;
6/08/20;Company_72;3579;1829;2202;3137;442;58;2;25;26;3;24;27;3;30;;;;;;;;2;23;;25;5;14200.00%;;;;;;;87.65%;2.63%;0.11%;0.14%;1.37%;1.09%;1.42%;1.23%;3;30;;;;;;;
6/08/20;Company_74;4;3;4;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;1;;;;;;;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/08/20;Company_75;34237;2388;2689;3307;30930;284;27;212;235;26;212;231;28;284;;;;;;;;34;296;;212;133;900;;;;;;;9.66%;10.56%;1.13%;0.97%;8.88%;7.88%;9.84%;8.59%;28;284;;;;;;;
6/08/20;Company_76;71;33;22;66;5;7;6;1;7;5;1;6;7;1;;;;;;;;4;9;;2;1;41;;;;;;;92.96%;31.82%;18.18%;22.73%;3.03%;4.55%;21.21%;27.27%;7;1;;;;;;;
6/15/20;Company_01;7;5;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0.00%;0;0;0;0;0;0;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_02;4;3;4;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;10;0;0.00%;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_08;60;22;32;50;10;9;0;11;11;0;16;16;0;17;;;;;;;;1;3;;1;0;500.00%;0;0;0;0;0;0;83.33%;28.12%;0.00%;0.00%;50.00%;50.00%;50.00%;50.00%;0;17;;;;;;;
6/15/20;Company_09;3;1;1;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;2;0;100.00%;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;100.00%;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_12;18;11;7;13;5;2;0;2;2;0;1;1;0;2;;;;;;;;0;0;;0;0;0.00%;0;0;0;0;0;0;72.22%;28.57%;0.00%;0.00%;18.18%;14.29%;18.18%;14.29%;0;2;;;;;;;
6/15/20;Company_14;2441;75;76;127;2314;20;20;15;33;20;15;33;22;19;;;;;;;;18;40;;32;2;52;0;0;0;0;0;0;5.20%;26.32%;26.67%;26.32%;20.00%;19.74%;44.00%;43.42%;22;19;;;;;;;
6/15/20;Company_15;802;434;586;732;70;97;70;65;132;70;61;126;75;67;;;;;;;;3;5;;44;9;29300.00%;0;0;0;0;0;0;91.27%;16.55%;16.13%;11.95%;14.98%;10.41%;30.41%;21.50%;75;67;;;;;;;
6/15/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;;14;2;8300.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;100.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_22;228;132;119;144;84;30;5;31;35;5;31;31;6;75;;;;;;;;37;38;;150;53;211;0;0;0;0;0;0;63.16%;25.21%;3.79%;4.20%;23.48%;26.05%;26.52%;26.05%;6;75;;;;;;;
6/15/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;9;0;0.00%;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_26;2872;1441;1743;2221;651;422;66;242;293;64;298;352;78;430;;;;;;;;20;322;;165;70;170400.00%;0;0;0;0;0;0;77.33%;24.21%;4.58%;3.67%;16.79%;17.10%;20.33%;20.20%;78;430;;;;;;;
6/15/20;Company_27;391;61;323;380;11;97;2;39;40;2;80;82;2;91;;;;;;;;1;4;;6;1;13200.00%;0;0;0;0;0;0;97.19%;30.03%;3.28%;0.62%;63.93%;24.77%;65.57%;25.39%;2;91;;;;;;;
6/15/20;Company_28;472;263;217;284;188;17;2;8;10;2;8;10;2;8;;;;;;;;2;13;;44;7;152;0;0;0;0;0;0;60.17%;7.83%;0.76%;0.92%;3.04%;3.69%;3.80%;4.61%;2;8;;;;;;;
6/15/20;Company_30;5;3;3;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;;27;6;1;0;0;0;0;0;0;60.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_36;1978;533;793;1878;100;460;35;337;350;39;287;318;42;691;;;;;;;;18;437;;301;143;208700.00%;0;0;0;0;0;0;94.94%;58.01%;6.57%;4.92%;63.23%;36.19%;65.67%;40.10%;42;691;;;;;;;
6/15/20;Company_42;45;27;21;36;9;4;2;3;5;2;2;3;2;3;;;;;;;;8;4;;17;0;700.00%;0;0;0;0;0;0;80.00%;19.05%;7.41%;9.52%;11.11%;9.52%;18.52%;14.29%;2;3;;;;;;;
6/15/20;Company_43;5;3;3;4;1;0;1;1;1;1;1;1;1;1;;;;;;;;1;2;;9;1;100.00%;0;0;0;0;0;0;80.00%;0.00%;33.33%;33.33%;33.33%;33.33%;33.33%;33.33%;1;1;;;;;;;
6/15/20;Company_45;210;144;123;182;28;32;34;18;40;35;20;44;44;30;;;;;;;;30;29;;32;3;106;0;0;0;0;0;0;86.67%;26.02%;23.61%;28.46%;12.50%;16.26%;27.78%;35.77%;44;30;;;;;;;
6/15/20;Company_56;507;260;199;420;87;28;64;50;104;63;67;123;64;85;;;;;;;;9;49;;69;23;151;;;;;;;82.84%;14.07%;24.62%;31.66%;19.23%;33.67%;40.00%;61.81%;64;85;;;;;;;
6/15/20;Company_57;4;3;3;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;0.00%;;;;;;;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_59;9;5;4;8;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;11;0;1;;;;;;;88.89%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_60;7;4;3;5;2;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0.00%;;;;;;;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_61;163;73;73;146;17;0;57;0;57;57;0;57;57;0;;;;;;;;0;0;;15;15;6300.00%;;;;;;;89.57%;0.00%;78.08%;78.08%;0.00%;0.00%;78.08%;78.08%;57;0;;;;;;;
6/15/20;Company_62;171;78;99;136;35;13;1;14;14;1;11;12;1;15;;;;;;;;0;0;;22;5;6400.00%;;;;;;;79.53%;13.13%;1.28%;1.01%;17.95%;11.11%;17.95%;12.12%;1;15;;;;;;;
6/15/20;Company_72;3580;1829;2203;3138;442;58;2;25;26;3;24;27;3;30;;;;;;;;2;23;;25;5;14200.00%;;;;;;;87.65%;2.63%;0.11%;0.14%;1.37%;1.09%;1.42%;1.23%;3;30;;;;;;;
6/15/20;Company_74;5;4;5;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;100.00%;;;;;;;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/15/20;Company_75;34282;2391;2694;3312;30970;285;27;212;235;26;212;231;28;284;;;;;;;;34;296;;214;133;901;;;;;;;9.66%;10.58%;1.13%;0.97%;8.87%;7.87%;9.83%;8.57%;28;284;;;;;;;
6/15/20;Company_76;71;33;22;66;5;7;6;1;7;5;1;6;7;1;;;;;;;;4;9;;2;1;41;;;;;;;92.96%;31.82%;18.18%;22.73%;3.03%;4.55%;21.21%;27.27%;7;1;;;;;;;
6/22/20;Company_01;7;5;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0.00%;0;0;0;0;0;0;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_02;4;3;4;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;10;0;0;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_08;51;20;25;41;10;6;0;8;8;0;12;12;0;13;;;;;;;;1;2;;1;0;5;0;0;0;0;0;0;80.39%;24.00%;0.00%;0.00%;40.00%;48.00%;40.00%;48.00%;0;13;;;;;;;
6/22/20;Company_09;3;1;1;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;2;0;1;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;1;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_12;35;22;6;25;10;2;1;2;3;1;1;1;1;2;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;71.43%;33.33%;4.55%;16.67%;9.09%;16.67%;13.64%;16.67%;1;2;;;;;;;
6/22/20;Company_14;2440;74;76;126;2314;20;20;15;33;20;15;33;22;19;;;;;;;;18;40;;32;2;5200.00%;0;0;0;0;0;0;5.16%;26.32%;27.03%;26.32%;20.27%;19.74%;44.59%;43.42%;22;19;;;;;;;
6/22/20;Company_15;803;434;586;732;71;98;69;67;133;69;63;127;74;69;;;;;;;;3;5;;45;9;29700.00%;0;0;0;0;0;0;91.16%;16.72%;15.90%;11.77%;15.44%;10.75%;30.65%;21.67%;74;69;;;;;;;
6/22/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;;14;2;8300.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;100.00%;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_22;231;135;120;147;84;30;5;31;35;5;31;31;6;75;;;;;;;;37;39;;150;54;211;0;0;0;0;0;0;63.64%;25.00%;3.70%;4.17%;22.96%;25.83%;25.93%;25.83%;6;75;;;;;;;
6/22/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;;9;0;0;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_26;2877;1443;1747;2226;651;425;64;246;295;64;303;355;76;437;;;;;;;;20;324;;164;70;1747;0;0;0;0;0;0;77.37%;24.33%;4.44%;3.66%;17.05%;17.34%;20.44%;20.32%;76;437;;;;;;;
6/22/20;Company_27;390;62;323;379;11;97;3;39;41;3;80;83;3;91;;;;;;;;1;4;;6;1;132;0;0;0;0;0;0;97.18%;30.03%;4.84%;0.93%;62.90%;24.77%;66.13%;25.70%;3;91;;;;;;;
6/22/20;Company_28;472;263;217;284;188;17;2;8;10;2;8;10;2;8;;;;;;;;2;13;;44;7;152;0;0;0;0;0;0;60.17%;7.83%;0.76%;0.92%;3.04%;3.69%;3.80%;4.61%;2;8;;;;;;;
6/22/20;Company_30;5;3;3;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;;27;6;1;0;0;0;0;0;0;60.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_36;1980;533;794;1880;100;460;32;338;350;35;290;317;38;695;;;;;;;;18;438;;301;143;2087;0;0;0;0;0;0;94.95%;57.93%;6.00%;4.41%;63.41%;36.52%;65.67%;39.92%;38;695;;;;;;;
6/22/20;Company_42;45;27;21;36;9;4;2;3;5;2;2;3;2;3;;;;;;;;8;4;;17;0;7;0;0;0;0;0;0;80.00%;19.05%;7.41%;9.52%;11.11%;9.52%;18.52%;14.29%;2;3;;;;;;;
6/22/20;Company_43;5;3;3;4;1;0;1;1;1;1;1;1;1;1;;;;;;;;1;2;;9;1;1;0;0;0;0;0;0;80.00%;0.00%;33.33%;33.33%;33.33%;33.33%;33.33%;33.33%;1;1;;;;;;;
6/22/20;Company_45;212;145;121;185;27;35;34;19;41;36;19;44;46;31;;;;;;;;30;31;;32;7;117;0;0;0;0;0;0;87.26%;28.93%;23.45%;29.75%;13.10%;15.70%;28.28%;36.36%;46;31;;;;;;;
6/22/20;Company_56;507;260;199;420;87;28;63;51;104;62;67;123;63;86;;;;;;;;9;49;;69;23;151;;;;;;;82.84%;14.07%;24.23%;31.16%;19.62%;33.67%;40.00%;61.81%;63;86;;;;;;;
6/22/20;Company_57;4;3;3;4;0;1;0;0;0;0;0;0;0;0;;;;;;;;0;0;;10;0;0.00%;;;;;;;100.00%;33.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_58;9;5;4;8;1;1;1;0;1;1;0;1;1;0;;;;;;;;0;0;;11;0;1;;;;;;;88.89%;25.00%;20.00%;25.00%;0.00%;0.00%;20.00%;25.00%;1;0;;;;;;;
6/22/20;Company_60;7;4;3;5;2;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;0;0;0;;;;;;;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_61;163;73;73;146;17;0;57;0;57;57;0;57;57;0;;;;;;;;0;0;;15;15;63;;;;;;;89.57%;0.00%;78.08%;78.08%;0.00%;0.00%;78.08%;78.08%;57;0;;;;;;;
6/22/20;Company_62;171;78;99;136;35;13;1;14;14;1;11;12;1;15;;;;;;;;0;0;;22;5;64;;;;;;;79.53%;13.13%;1.28%;1.01%;17.95%;11.11%;17.95%;12.12%;1;15;;;;;;;
6/22/20;Company_72;3580;1829;2203;3138;442;58;2;25;26;3;24;27;3;30;;;;;;;;2;23;;25;5;143;;;;;;;87.65%;2.63%;0.11%;0.14%;1.37%;1.09%;1.42%;1.23%;3;30;;;;;;;
6/22/20;Company_74;6;4;5;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;11;0;1;;;;;;;83.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/22/20;Company_75;34325;2394;2698;3317;31008;286;26;213;236;25;214;232;27;286;;;;;;;;34;297;;215;135;91000.00%;;;;;;;9.66%;10.60%;1.09%;0.93%;8.90%;7.93%;9.86%;8.60%;27;286;;;;;;;
